epoch,step,train_acc_epoch,train_acc_step,train_loss
0,49,,0.9609375,0.377451092004776
0,99,,0.9453125,0.45988908410072327
0,149,,0.90625,0.5086548924446106
0,199,,0.9609375,0.42719724774360657
0,249,,0.9609375,0.3843933045864105
0,299,,0.9453125,0.457582026720047
0,349,,0.953125,0.41958239674568176
0,390,0.9387999773025513,,
1,399,,0.9375,0.4304359257221222
1,449,,0.953125,0.407937616109848
1,499,,0.9609375,0.40166541934013367
1,549,,0.9765625,0.3345753252506256
1,599,,0.984375,0.35006144642829895
1,649,,0.9765625,0.35548853874206543
1,699,,0.9609375,0.3693089485168457
1,749,,0.9609375,0.33813178539276123
1,781,0.9553200006484985,,
